,OID,Country,CountryCode,GridCellArea,pointid,Pop,X,Y,X_deg,Y_deg,TravelHours,NTLBin,NTLArea,NightLights,Elevation,Slope,LandCover,Conflict,ElectrificationOrder,GHI,SolarRestriction,WindVel,HydropowerFID,HydropowerDist,Hydropower,CurrentHVLineDist,PlannedHVLineDist,CurrentMVLineDist,PlannedMVLineDist,SubstationDist,TransformerDist,RoadDist,IsUrban,Electrific,ElecTechStart,PerCapitaDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,ResidentialDemandTierCustom,CommercialDemand,AgriDemand,EducationDemand,HealthDemand,HealthDemand2025,EducationDemand2025,ElecPop,ElecStart,Elec_Initial_Status_Grid2012,Elec_Init_Status_Offgrid2012,Actual_Elec_Status_2012,FinalElecCode2012,GridReachYear,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartYear,Pop2025High,Pop2025Low,Pop2012,GridDistCalibElec,MVConnectDist,Pop2025,NewConnections2025,NumPeoplePerHH,EnergyPerSettlement2025,TotalEnergyPerCell,MG_Hydro2025,MG_PV2025,MG_Wind2025,MG_Diesel2025,SA_Diesel2025,SA_PV2025,Hybrid_Cost,Hybrid_Transmission_Cost,Hybrid_NPC,Minimum_Tech_Off_grid2025,Minimum_LCOE_Off_grid2025,Off_Grid_Code2025,Elec_Initial_Status_Grid2025,Elec_Init_Status_Offgrid2025,Actual_Elec_Status_2025,Grid_extension2025,MinGridDist2025,ElectrificationOrder2025,MinimumOverall2025,MinimumOverallLCOE2025,MinimumOverallCode2025,InvestmentCost2025,ElecStatusIn2025,GridElecIn2025,OffGridElecIn2025,FinalElecCode2025,NewCapacity2025,InvestmentCostLV2025,InvestmentCostMV2025,InvestmentCostHV2025,InvestmentCostTransformer2025,InvestmentCostConnection2025,HouseHolds
3701,-1,Bolivia,1,1,3702,123.53753799999998,-7346.804238,-1249.093944,-65.99746536,-11.22299559,16,0,1,0.0,160,3.5456717,2,0,0,1868,1,2.38215733,418,27.766448999999998,267041,409.54699999999997,292.7,24.715999999999998,13.556,292.847,0,15.561544400000002,0,0.147,2,150.68038069999997,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,150.68038069999997,0,0,0.0,0.0,0,0,17.36897166,0.147,0,1,1,2,2012,3,1,4,5,5,3.7,1.08924436,0.00121762,118.15626979999999,142.1623457,135.0542284,118.15626979999999,13.556,0.0,142.1623457,124.79337404,3.41909407774657,18803.913109184694,21421.076371281004,99.0,0.7437157599540638,99.0,0.7596201243183774,0.8275236280019966,0.45413564073753576,[0.44888669],52338.560238467006,[154935.91728775],SA_PV2025,0.45413564073753576,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.45413564073753576,3.0,56707.018477020225,1,0,1,3.0,11.184816267656847,40141.191342372775,0.0,0.0,10000,5197.368896094227,41.57895116875382
3703,-1,Bolivia,1,1,3704,90.836425,-7445.844459999999,-1393.642042,-66.88715882,-12.50193553,3,0,1,0.0,163,1.4055274,2,0,0,1909,1,3.08801174,61,12.864989300000001,8346910,272.312,214.362,175.465,88.066,214.99400000000003,0,48.9020424,0,0.36,2,126.11188940000001,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,126.11188940000001,0,0,0.0,0.0,0,0,31.27665965,0.36,0,1,1,2,2012,2,1,4,5,5,3.55,1.077364157,0.008395197,86.87961013,104.5311366,99.30457972,86.87961013,88.066,0.0,104.5311366,73.25447695,3.41909407774657,9238.26049517325,13182.619137755493,99.0,1.0712043711049417,99.0,1.0724500502180623,0.4789239236849362,0.5066130928105322,[0.44932812],45778.389105312075,[126130.68348275],SA_Diesel2025,0.4789239236849362,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.4789239236849362,2.0,5230.841859991449,1,0,1,2.0,4.2183837877503425,34956.79432672918,0.0,0.0,10000,3821.594778582898,30.572758228663183
3756,-1,Bolivia,1,1,3757,287.043103,-7090.312456000001,-1970.012563,-63.69336048,-17.53230529,3,0,1,0.0,356,0.7646921,2,0,0,1797,1,4.60468435,219,18.642387399999997,5484300,8.005,8.021,2.7230000000000003,0.055999999999999994,14.095,0,2.512002,0,0.506,3,171.491270934,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,151.8788436,0,0,5.682372064,13.93005527,0,0,138.9170214,0.506,0,1,1,3,2012,5,1,4,5,5,4.0,1.118071038,0.057393398,274.53956800000003,330.3183915,313.80247189999994,274.53956800000003,0.055999999999999994,0.0,330.3183915,191.4013701,3.41909407774657,32823.664216957906,56646.720771209584,99.0,0.6948978923759884,99.0,0.6854213810450529,0.47892392368493625,0.4720786738440271,[0.4040568],78291.8912658633,[242041.17062171],SA_PV2025,0.4720786738440271,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.4720786738440271,3.0,102897.40776601533,1,0,1,3.0,20.295346699411308,59215.65177124461,0.0,0.0,10000,12076.239494618692,96.60991595694954
3764,-1,Bolivia,1,1,3765,239.808162,-7336.109818000001,-1224.009814,-65.90139575,-11.00045064,3,1,1,0.7570364,144,4.1776085,2,0,0,1870,1,2.33336067,28,35.252697,6431650,435.151,315.33,17.526,0.25,315.449,0,0.8512912,0,0.545,4,157.48200776699997,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,150.68038059999998,0,0,6.801627167,0.0,0,0,125.0023831,0.545,0,1,1,4,2012,5,1,4,5,5,4.0,1.118071038,0.001005495,229.3621707,275.9622005,262.1640905,229.3621707,0.25,0.0,275.9622005,150.9598174,3.41909407774657,23773.455136291697,43459.0814025394,99.0,0.6511469162361003,99.0,0.6551331671292308,0.4789239236849363,0.5171788204146023,[0.37171956],51923.53505182066,[194344.26962222],SA_Diesel2025,0.4789239236849363,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.4789239236849363,2.0,13460.88739850058,1,0,1,2.0,10.85545896634324,16573.04855034623,29831.487390623213,0.0,0,5518.999110851221,80.71208168740388
3765,-1,Bolivia,1,1,3766,119.904081,-7267.259523000001,-1213.3667269999999,-65.28290303,-10.90597413,5,0,1,0.0,130,1.0090535,14,0,0,1882,1,2.62234664,18,39.097465500000006,8240830,448.26099999999997,322.147,87.119,0.006,322.184,0,12.0938005,0,0.606,4,225.40524724,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,211.8019929,0,0,13.60325434,0.0,0,0,69.49673773,0.606,0,1,1,4,2012,3,1,5,5,5,3.9,1.107634822,0.002727752,114.6810854,137.9811002,131.0820452,114.6810854,0.006,0.0,137.9811002,68.48436246999998,3.41909407774657,15436.734654624122,31101.66400502821,99.0,0.6284186391741478,99.0,0.6370499853690597,0.5325546474260225,0.4507573734844402,[0.37646557],31637.086059837497,[125817.93926102],SA_PV2025,0.4507573734844402,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.4507573734844402,3.0,46206.308123122144,1,0,1,3.0,9.113670241246973,10404.764078539702,18728.575341371463,0.0,0,2503.746639926333,40.35604082907818
3771,-1,Bolivia,1,1,3772,170.772479,-7367.892562000001,-1664.712039,-66.18690500000001,-14.882654,7,0,1,0.0,176,0.673573,9,0,0,1854,1,3.55033064,473,23.4914036,956334,5.438,5.801,97.936,15.769,63.285,0,5.5770230000000005,0,0.17,2,173.414694529,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,163.8634734,0,0,9.551221129,0.0,0,0,27.7667234,0.17,0,1,1,2,2012,4,1,5,5,5,4.05,1.123631377,0.018269395,163.333667,196.5185367,186.6926099,163.333667,15.769,0.0,196.5185367,168.7518133,3.41909407774657,29264.044154634343,34079.20201111658,99.0,0.637054873359374,99.0,0.6430657341036702,0.5861853711671086,0.4575649282080456,[0.42919836],60719.01840801856,[177683.65089055],SA_PV2025,0.4575649282080456,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.4575649282080456,3.0,88918.0773486732,1,0,1,3.0,17.538082317292545,46534.42022823112,0.0,0.0,10000,7184.598179787433,57.476785438299466
3772,-1,Bolivia,1,1,3773,101.736796,-7471.569231999999,-1661.898466,-67.11824837,-14.85807193,14,0,1,0.0,263,2.8519716,2,0,0,1821,1,2.08704543,131,38.3741646,3440080,32.888000000000005,0.18,0.9079999999999999,0.18899999999999997,34.253,0,0.1987536,0,0.214,2,115.0261068,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,115.0261068,0,0,0.0,0.0,0,0,20.82330496,0.214,0,1,1,2,2012,5,1,4,5,5,4.0,1.118071038,0.000314494,97.30516335,117.0748729,111.2211293,97.30516335,0.18899999999999997,0.0,117.0748729,96.25156794,3.41909407774657,11071.443133533896,13466.666833791825,99.0,0.991498386944747,99.0,0.9919168902288458,0.7738929042609104,0.531095219206648,[0.45628472],48055.69624659179,[141812.15781595],SA_PV2025,0.531095219206648,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.531095219206648,3.0,39046.27574093961,1,0,1,3.0,6.755411027844222,36775.51009794241,0.0,0.0,10000,4280.186148649382,34.24148918919505
3774,-1,Bolivia,1,1,3775,159.872108,-7325.254951999999,-1718.307756,-65.80388483,-15.35037082,2,0,1,0.0,171,0.2245335,9,0,0,1854,1,4.13158226,492,20.293684,477438,38.382,38.382,104.889,0.025,44.357,0,33.588809999999995,0,0.068,2,120.13507984999998,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,109.93263909999999,0,0,10.20244075,0.0,0,0,10.39775174,0.068,0,1,1,2,2012,2,1,5,5,5,3.75,1.093553159,0.037071275,152.9081138,183.9748003,174.7760603,152.9081138,0.025,0.0,183.9748003,173.57704856,3.41909407774657,20852.692588882925,22101.8273244283,99.0,0.7522354173154627,99.0,0.7502913053167029,0.4521085618143932,0.4575649282080456,[0.42850619],58872.818520810746,[168397.10796503],SA_Diesel2025,0.4521085618143932,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.4521085618143932,2.0,11807.107771474104,1,0,1,2.0,9.521777437846085,45146.81171474574,0.0,0.0,10000,6726.00680606501,53.80805444852008
3779,-1,Bolivia,1,1,3780,123.53753799999998,-7499.542474,-1620.508677,-67.36953628,-14.49612591,16,0,1,0.0,241,4.7469134,2,0,0,1798,1,2.98043346,109,14.7335396,8557470,81.535,0.379,0.9279999999999999,0.098,17.945,0,0.17017290000000002,0,0.08800000000000001,3,172.27278022000002,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,159.0696216,0,0,13.20315862,0.0,0,0,10.39775174,0.08800000000000001,0,1,1,3,2012,5,1,4,5,5,4.0,1.118071038,0.006725691999999999,118.15626979999999,142.1623457,135.0542284,118.15626979999999,0.098,0.0,142.1623457,131.76459396,3.41909407774657,22699.452936048623,24490.702536335764,99.0,0.6824791680268107,99.0,0.6876880137968719,0.8275236280019963,0.4718161161833796,[0.45118863],52338.560238467006,[156838.8307838],SA_PV2025,0.4718161161833796,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.4718161161833796,3.0,71119.90259903998,1,0,1,3.0,14.02759420099408,40141.191342372775,0.0,0.0,10000,5197.368896094227,41.57895116875382
3780,-1,Bolivia,1,1,3781,268.87581800000004,-7173.431381999999,-1641.3847349999999,-64.4400305,-14.67875895,4,0,1,0.0,157,0.3620465,9,0,0,1855,1,3.85761285,458,44.7047157,116342,54.61,48.528999999999996,15.48,15.469000000000001,48.523999999999994,0,3.9738991,0,0.203,2,85.438149092,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,79.37183297,0,0,6.066316122000001,0.0,0,0,52.20422013,0.203,0,1,1,2,2012,5,1,5,5,5,4.2,1.141803222,0.027328245,257.16364599999997,309.4121642,293.941556,257.16364599999997,15.469000000000001,0.0,309.4121642,257.20794407,3.41909407774657,21975.370673099456,26435.602615797987,99.0,0.8480211585301058,99.0,0.8463745237345246,0.5057392855554793,0.5213608593936961,[0.40598289],75744.00435654316,[231071.81903078],SA_Diesel2025,0.5057392855554793,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.5057392855554793,2.0,12442.784966470183,1,0,1,2.0,10.034415832465506,57432.08381690985,0.0,0.0,10000,11311.9205396333,90.4953643170664
3781,-1,Bolivia,1,1,3782,156.238651,-7444.788564,-1705.176534,-66.87767354,-15.23587464,20,0,1,0.0,243,1.1359167,2,0,0,1803,1,1.78693688,483,1.3096488000000002,719477,15.796,15.796,19.233,12.206,19.285999999999998,0,17.7236671,0,0.0,0,132.95620721,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,122.5165004,0,0,10.43970681,0.0,0,0,0.0,0.0,0,0,0,99,2012,3,1,4,5,5,3.7,1.08924436,3.8900000000000004e-05,149.4329294,179.7935549,170.8038771,149.4329294,12.206,0.0,179.7935549,179.7935549,3.41909407774657,23904.669140306913,23904.669140306913,0.49921702085011466,0.7017188342298429,99.0,0.711784210063565,0.9347850754841692,0.4705076965600202,[0.4441402],58246.96151561465,[178384.42363687],SA_PV2025,0.4705076965600202,3.0,0,0,0,99.0,0.0,0,SA_PV2025,0.4705076965600202,3.0,74688.28036072967,1,0,1,3.0,14.731416244719856,44673.818498353154,0.0,0.0,10000,6573.143017261496,52.58514413809197
3789,-1,Bolivia,1,1,3790,210.740506,-7426.158442,-1460.384649,-66.71031631,-13.09034828,14,0,1,0.0,173,0.6350539000000001,9,0,0,1896,1,3.46488523,74,11.2528324,1384280,204.97400000000002,159.616,110.965,83.366,160.642,0,6.6892595,0,0.828,2,141.739585418,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,115.0261068,0,0,7.739782637999999,18.97369598,0,0,166.8922559,0.828,0,1,1,2,2012,4,1,5,5,5,4.05,1.123631377,0.016106434,201.5606955,242.5122368,230.386625,201.5606955,83.366,0.0,242.5122368,75.6199809,3.41909407774657,10718.344742083078,34373.58390282384,99.0,1.2747773874960704,99.0,1.2816219390622223,0.7738929042609104,0.6759972606126577,[0.42328979],67142.98010571921,[203500.78546837],SA_PV2025,0.6759972606126577,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.6759972606126577,3.0,48114.46362186848,1,0,1,3.0,6.281261569434528,51276.88022350153,0.0,0.0,10000,8866.099882217672,70.92879905774137
3791,-1,Bolivia,1,1,3792,90.836425,-7122.870223000001,-1735.8068289999999,-63.98583188,-15.50285312,3,0,1,0.0,179,0.44906009999999996,9,0,0,1858,1,3.55530071,503,25.958471300000003,137536,125.383,123.272,31.487,26.561,123.359,0,26.5627632,0,0.4,3,80.57029595,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,80.57029595,0,0,0.0,0.0,0,0,34.75184405,0.4,0,1,1,3,2012,2,1,5,5,5,3.75,1.093553159,0.018399979,86.87961013,104.5311366,99.30457972,86.87961013,26.561,0.0,104.5311366,69.77929255,3.41909407774657,5622.13825193513,8422.104611851877,99.0,1.5701922876224137,99.0,1.552414303686241,0.47892392368493614,0.5205190496099602,[0.45100525],45778.389105312075,[127517.09188702],SA_Diesel2025,0.47892392368493614,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.47892392368493614,2.0,3183.3391282099706,1,0,1,2.0,2.567186416408735,34956.79432672918,0.0,0.0,10000,3821.594778582898,30.572758228663183
3793,-1,Bolivia,1,1,3794,214.37396299999997,-7176.592782,-1383.609469,-64.46842984,-12.41336782,8,0,1,0.0,143,2.145623,2,0,0,1888,1,2.58515549,433,79.50994870000001,301052,282.214,185.66400000000002,237.766,72.78399999999999,185.69400000000002,0,63.9096184,0,0.8140000000000001,3,143.607808881,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,135.999209,0,0,7.608599881,0.0,0,0,166.89920619999998,0.8140000000000001,0,1,1,3,2012,1,1,4,5,5,3.4,1.066906092,0.002438485,205.0358799,246.69348230000003,234.35880809999998,205.0358799,72.78399999999999,0.0,246.69348230000003,79.79427610000005,3.41909407774657,11459.081151966553,35427.110458326766,99.0,1.2213044567145424,99.0,1.2214391265887399,0.6130007330376518,0.6788616557847456,[0.41844052],67703.71075044201,[202195.40786378],SA_Diesel2025,0.6130007330376518,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.6130007330376518,2.0,6488.30387474602,1,0,1,2.0,5.2324571470166905,51684.747075764884,0.0,0.0,10000,9018.963674677127,72.15170939741701
3794,-1,Bolivia,1,1,3795,127.17099499999999,-7258.660940000001,-1710.7846739999998,-65.20566065,-15.28478192,8,0,1,0.0,165,1.285723,9,0,0,1871,1,4.05642653,155,67.288353,9580080,44.341,44.341,50.783,38.06,57.433,0,22.6633492,0,0.22899999999999998,3,154.20068935999998,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,109.93263909999999,0,0,12.82592551,31.44212475,0,0,27.85360301,0.22899999999999998,0,1,1,3,2012,3,1,5,5,5,3.9,1.107634822,0.034245209,121.63145420000001,146.3435912,139.0264116,121.63145420000001,38.06,0.0,146.3435912,118.48998818999999,3.41909407774657,18271.237861156256,22566.282646458025,99.0,0.7614599657820764,99.0,0.768714380962492,0.6130007330376516,0.45340747028205053,[0.44187494],53022.54596141135,[152264.23547109],SA_PV2025,0.45340747028205053,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.45340747028205053,3.0,55012.27861278117,1,0,1,3.0,10.850548049858219,40672.31327285767,0.0,0.0,10000,5350.23268855368,42.80186150842945
3795,-1,Bolivia,1,1,3796,112.63716699999999,-7453.474903,-1643.6739619999998,-66.95570425,-14.69877677,4,0,1,0.0,202,0.8279853000000001,2,0,0,1844,1,2.2716372000000002,469,41.7268143,284987,31.504,23.435,22.598000000000003,18.793,31.316,0,8.0111933,0,0.032,2,158.01567362,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,122.51650049999999,0,0,0.0,35.49917312,0,0,3.44738293,0.032,0,1,1,2,2012,4,1,4,5,5,3.85,1.102740091,0.000776527,107.7307166,129.61860929999997,123.13767890000001,107.7307166,18.793,0.0,129.61860929999997,126.17122636999997,3.41909407774657,19937.031326317054,20481.77186222709,99.0,0.7072581860474895,99.0,0.7067865306534761,0.5057392855554793,0.4600462998360719,[0.44460805],50237.91393011963,[141880.50033226],SA_PV2025,0.4600462998360719,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.4600462998360719,3.0,60906.69367584205,1,0,1,3.0,12.013154571172,38499.13640774782,0.0,0.0,10000,4738.777522371804,37.91022017897443
3799,-1,Bolivia,1,1,3800,185.306307,-7355.247725,-1238.741204,-66.0733145,-11.13116753,4,1,1,0.23134120000000002,151,1.3205187,14,0,0,1871,1,2.10187793,28,21.4476185,6431650,419.64300000000003,304.672,11.992,0.248,304.83,0,2.9974882999999997,0,0.235,2,159.48248644399996,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,150.68038069999997,0,0,8.802105744,0.0,0,0,41.650085100000005,0.235,0,1,1,2,2012,5,1,5,5,5,4.2,1.141803222,0.000341047,177.23440469999997,213.2435186,202.5813426,177.23440469999997,0.248,0.0,213.2435186,171.59343349999997,3.41909407774657,27366.147432043155,34008.60656439535,99.0,0.6697795801936299,99.0,0.6746250542011193,0.5057392855554794,0.4534074702820508,[0.42281275],63113.44681001301,[183782.17209205],SA_PV2025,0.4534074702820508,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.4534074702820508,3.0,82395.84742589157,1,0,1,3.0,16.251646435087093,48317.3934640437,0.0,0.0,10000,7796.05334596931,62.36842676775448
3821,-1,Bolivia,1,1,3822,127.17099499999999,-7245.462942,-1888.845318,-65.08710101,-16.83142778,6,1,1,0.15148689999999998,217,2.2011882999999997,2,0,0,1740,1,2.31210423,193,42.6287727,8108790,19.359,19.359,7.047999999999999,0.016,21.011,0,17.9857597,0,0.0,0,127.6099682,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,127.6099682,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,99,2012,3,1,4,5,5,3.7,1.08924436,0.000921853,121.63145420000001,146.3435912,139.0264116,121.63145420000001,0.016,0.0,146.3435912,146.3435912,3.41909407774657,18674.9010193058,18674.9010193058,99.0,0.7755098799469523,99.0,0.7570775932498522,0.5593700092965654,0.48754332005615897,[0.44474325],53022.54596141135,[154634.87212993],SA_PV2025,0.48754332005615897,3.0,0,0,0,99.0,0.0,0,SA_PV2025,0.48754332005615897,3.0,60460.88644181379,1,0,1,3.0,11.925224150259131,40672.31327285767,0.0,0.0,10000,5350.23268855368,42.80186150842945
3843,-1,Bolivia,1,1,3844,214.37396299999997,-7213.450429,-1914.2971670000002,-64.79952772,-17.05149214,4,0,1,0.0,220,1.6093508,2,0,0,1727,1,2.28017235,194,27.438552899999998,5196390,3.423,3.423,5.14,3.015,35.566,0,5.2240977,0,0.068,2,120.718806,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,120.718806,0,0,0.0,0.0,0,0,13.94243983,0.068,0,1,1,2,2012,4,1,4,5,5,3.85,1.102740091,0.0008057030000000001,205.0358799,246.69348230000003,234.35880809999998,205.0358799,3.015,0.0,246.69348230000003,232.75104247000002,3.41909407774657,28097.42794223369,29780.54263123814,99.0,0.7119366819758823,99.0,0.6901878754611925,0.5057392855554793,0.4912133045151805,[0.42085577],67703.71075044201,[204191.04885144],SA_PV2025,0.4912133045151805,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.4912133045151805,3.0,91651.5213711155,1,0,1,3.0,18.0772231501214,51684.747075764884,0.0,0.0,10000,9018.963674677127,72.15170939741701
3847,-1,Bolivia,1,1,3848,134.43790900000002,-7192.380409,-1914.921407,-64.61025251,-17.05688623,5,0,1,0.0,219,0.6024675,2,0,0,1759,1,2.62091279,194,6.4437251,5196390,11.855,11.855,11.977,0.071,19.448,0,13.4514484,0,0.027000000000000003,3,120.718806,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,120.718806,0,0,0.0,0.0,0,0,3.4717092210000002,0.027000000000000003,0,1,1,3,2012,3,1,4,5,5,3.7,1.08924436,0.002716195,128.58182299999999,154.7060821,146.970778,128.58182299999999,0.071,0.0,154.7060821,151.234372879,3.41909407774657,18256.832920111665,18675.933512049975,99.0,0.7932029963484406,99.0,0.7768728323222277,0.5325546474260225,0.48227707612149906,[0.4411425],54368.22488206993,[157844.7929148],SA_PV2025,0.48227707612149906,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.48227707612149906,3.0,58468.91725410026,1,0,1,3.0,11.532330819349164,41712.26461225328,0.0,0.0,10000,5655.96026981665,45.2476821585332
3864,-1,Bolivia,1,1,3865,112.63716699999999,-7236.409140000001,-1917.8111789999998,-65.00576933,-17.08185482,7,0,1,0.0,284,7.695761200000001,2,0,0,1684,1,2.15438485,193,47.7693901,8108790,6.941,6.941,3.693,2.485,19.842,0,6.686758500000001,0,0.0,0,120.718806,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,120.718806,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,99,2012,4,1,4,5,5,3.85,1.102740091,0.00044862699999999995,107.7307166,129.61860929999997,123.13767890000001,107.7307166,2.485,0.0,129.61860929999997,129.61860929999997,3.41909407774657,15647.403750076493,15647.403750076493,99.0,0.8439241966837135,99.0,0.8140994734295468,0.5861853711671086,0.5037561620532759,[0.45202904],50237.91393011963,[148015.81193459],SA_PV2025,0.5037561620532759,3.0,0,0,0,99.0,0.0,0,SA_PV2025,0.5037561620532759,3.0,52343.848649305764,1,0,1,3.0,10.32423050282165,38499.13640774782,0.0,0.0,10000,4738.777522371804,37.91022017897443
3869,-1,Bolivia,1,1,3870,119.904081,-7206.03756,-1925.948898,-64.73293678,-17.15214924,13,0,1,0.0,229,1.2214156,2,0,0,1717,1,2.43318081,194,22.1658936,5196390,3.4,3.4,3.406,0.016,23.677,0,1.1160282,0,0.091,2,120.718806,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,120.718806,0,0,0.0,0.0,0,0,10.43597877,0.091,0,1,1,2,2012,5,1,4,5,5,4.0,1.118071038,0.001471116,114.6810854,137.9811002,131.0820452,114.6810854,0.016,0.0,137.9811002,127.54512142999998,3.41909407774657,15397.09477015461,16656.91366671036,99.0,0.8593155185473117,99.0,0.8423102893709928,0.7470775423903675,0.49407418572959616,[0.45286528],51646.70475619614,[155075.11701886],SA_PV2025,0.49407418572959616,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.49407418572959616,3.0,50516.57961863966,1,0,1,3.0,9.963822409988099,39602.199652561365,0.0,0.0,10000,5044.505103634773,40.35604082907818
3875,-1,Bolivia,1,1,3876,119.904081,-7248.827322,-1923.587698,-65.11732375,-17.13175573,14,0,1,0.0,324,5.5283766,2,0,0,1645,1,1.56203806,193,37.5867424,8108790,14.931,14.931,9.588,1.492,16.195999999999998,0,15.3169184,0,0.0,0,127.6099682,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,127.6099682,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,99,2012,3,1,4,5,5,3.7,1.08924436,3.4e-06,114.6810854,137.9811002,131.0820452,114.6810854,1.492,0.0,137.9811002,137.9811002,3.41909407774657,17607.76380872301,17607.76380872301,99.0,0.8095182190636827,99.0,0.7799865134194265,0.7738929042609106,0.5156993172630497,[0.45595279],51646.70475619614,[157627.66448525],SA_PV2025,0.5156993172630497,3.0,0,0,0,99.0,0.0,0,SA_PV2025,0.5156993172630497,3.0,60298.117197045365,1,0,1,3.0,11.893119762730842,39602.199652561365,0.0,0.0,10000,5044.505103634773,40.35604082907818
3888,-1,Bolivia,1,1,3889,218.00742000000002,-7225.198412999999,-1812.439141,-64.90506165,-16.16925229,6,0,1,0.0,186,2.1291423,2,0,0,1811,1,3.35692191,173,36.566753399999996,6277370,98.21,98.21,77.492,62.573,99.882,0,78.9096527,0,0.33299999999999996,2,85.355544115,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,77.87375423,0,0,7.481789885,0.0,0,0,69.43418442,0.33299999999999996,0,1,1,2,2012,1,1,4,5,5,3.4,1.066906092,0.013594574,208.51106430000002,250.87472769999997,238.33099130000002,208.51106430000002,62.573,0.0,250.87472769999997,181.44054327999999,3.41909407774657,15486.956296185606,21413.54888753596,99.0,1.0036169273797733,99.0,0.99326395684899,0.5593700092965656,0.5340278267119304,[0.41875099],68260.99928284463,[205143.37718207],SA_PV2025,0.5340278267119304,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5340278267119304,3.0,54920.30639422836,1,0,1,3.0,9.501783113188297,52089.171819364,0.0,0.0,10000,9171.827463480638,73.37461970784511
3962,-1,Bolivia,1,1,3963,145.33828,-7234.791518000001,-1918.3273809999998,-64.99123798,-17.08631462,6,0,1,0.0,269,2.2642851000000004,2,0,0,1689,1,2.11084056,194,48.749263799999994,5196390,7.327999999999999,7.327999999999999,3.283,1.034,21.509,0,7.2459240000000005,0,0.0,0,120.718806,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,120.718806,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,99,2012,4,1,4,5,5,3.85,1.102740091,0.00035788199999999996,139.00737619999998,167.2498185,158.8873276,139.00737619999998,1.034,0.0,167.2498185,167.2498185,3.41909407774657,20190.198393036713,20190.198393036713,99.0,0.778190221589793,99.0,0.7496976715160305,0.5593700092965658,0.5022648767896489,[0.44091151],56335.38712524534,[166774.15163908],SA_PV2025,0.5022648767896489,3.0,0,0,0,99.0,0.0,0,SA_PV2025,0.5022648767896489,3.0,67340.50776442085,1,0,1,3.0,13.282151432824625,43220.835481706265,0.0,0.0,10000,6114.551643539073,48.916413148312586
