,OID,Country,CountryCode,GridCellArea,pointid,Pop,X,Y,X_deg,Y_deg,TravelHours,NTLBin,NTLArea,NightLights,Elevation,Slope,LandCover,Conflict,ElectrificationOrder,GHI,SolarRestriction,WindVel,HydropowerFID,HydropowerDist,Hydropower,CurrentHVLineDist,PlannedHVLineDist,CurrentMVLineDist,PlannedMVLineDist,SubstationDist,TransformerDist,RoadDist,IsUrban,Electrific,ElecTechStart,PerCapitaDemand,ResidentialDemandTier1,ResidentialDemandTier2,ResidentialDemandTier3,ResidentialDemandTier4,ResidentialDemandTier5,ResidentialDemandTierCustom,CommercialDemand,AgriDemand,EducationDemand,HealthDemand,HealthDemand2025,EducationDemand2025,ElecPop,ElecStart,Elec_Initial_Status_Grid2012,Elec_Init_Status_Offgrid2012,Actual_Elec_Status_2012,FinalElecCode2012,GridReachYear,RoadDistClassified,SubstationDistClassified,LandCoverClassified,ElevationClassified,SlopeClassified,GridClassification,GridPenalty,WindCF,PopStartYear,Pop2025High,Pop2025Low,Pop2012,GridDistCalibElec,MVConnectDist,Pop2025,NewConnections2025,NumPeoplePerHH,EnergyPerSettlement2025,TotalEnergyPerCell,MG_Hydro2025,MG_PV2025,MG_Wind2025,MG_Diesel2025,SA_Diesel2025,SA_PV2025,Hybrid_Cost,Hybrid_Transmission_Cost,Hybrid_NPC,Minimum_Tech_Off_grid2025,Minimum_LCOE_Off_grid2025,Off_Grid_Code2025,Elec_Initial_Status_Grid2025,Elec_Init_Status_Offgrid2025,Actual_Elec_Status_2025,Grid_extension2025,MinGridDist2025,ElectrificationOrder2025,MinimumOverall2025,MinimumOverallLCOE2025,MinimumOverallCode2025,InvestmentCost2025,ElecStatusIn2025,GridElecIn2025,OffGridElecIn2025,FinalElecCode2025,NewCapacity2025,InvestmentCostLV2025,InvestmentCostMV2025,InvestmentCostHV2025,InvestmentCostTransformer2025,InvestmentCostConnection2025,HouseHolds
3598,-1,Bolivia,1,1,3599,98.103339,-7150.031578,-1804.643309,-64.22982648,-16.10156148,3,0,1,0.0,200,2.1101489,2,0,0,1860,1,3.69857526,151,54.0890007,1937410,129.237,129.237,51.3,22.635,130.83700000000002,0,67.8340759,0,0.0,0,172.5523301,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,172.5523301,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,99,2012,1,1,4,5,5,3.4,1.066906092,0.022390046,93.82997894,112.8936275,107.24894609999998,93.82997894,22.635,0.0,112.8936275,112.8936275,3.41909407774657,19480.058478566436,19480.058478566436,99.0,0.6904593236774152,99.0,0.6919425890496801,0.47892392368493625,0.45608891231060056,[0.44835617],47307.93245709879,[131968.27825108],SA_PV2025,0.45608891231060056,3.0,0,0,0,99.0,0.0,0,SA_PV2025,0.45608891231060056,3.0,58998.743420747815,1,0,1,3.0,11.63683302184375,36180.610097252924,0.0,0.0,10000,4127.322359845866,33.01857887876693
3599,-1,Bolivia,1,1,3600,181.67285,-6787.14645,-1819.573764,-60.96997392,-16.2311813,7,0,1,0.0,372,1.5584749,8,0,0,1890,1,3.86844134,523,42.8072701,290682,254.955,254.57,0.102,0.055999999999999994,254.667,0,2.8225390999999997,0,0.58,4,132.693111361,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,123.7149635,0,0,8.978147861,0.0,0,0,100.7803478,0.58,0,1,1,4,2012,5,1,2,5,5,3.6,1.0811571640000002,0.027683829,173.7592203,209.0622731,198.6091594,173.7592203,0.055999999999999994,0.0,209.0622731,108.2819253,3.41909407774657,14368.265572216384,27741.123485842098,99.0,0.758556306348316,99.0,0.7678748148719006,0.5861853711671087,0.5117060286641832,[0.37468573],41720.65233357023,[162170.66156131],SA_PV2025,0.5117060286641832,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5117060286641832,3.0,48823.38330829553,1,0,1,3.0,8.446952129462895,13486.40392904764,24275.52707228575,0.0,0,3958.721332236842,61.14551642807885
3600,-1,Bolivia,1,1,3601,145.33828,-6902.7831909999995,-1805.6136399999998,-62.00875643,-16.10998809,3,0,1,0.0,515,1.0239266,8,0,0,1873,1,4.14523888,510,38.0153198,267604,195.361,179.40900000000002,0.114,0.114,179.83900000000003,0,0.7140232,0,0.9,4,109.47030981,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,98.24762499,0,0,11.22268482,0.0,0,0,125.1066386,0.9,0,1,1,4,2012,5,1,2,4,5,3.45,1.070245051,0.037597054,139.00737619999998,167.2498185,158.8873276,139.00737619999998,0.114,0.0,167.2498185,42.14317990000001,3.41909407774657,4613.426960031566,18308.88944686127,99.0,0.8639163276568067,99.0,0.8638184915950441,0.4789239236849362,0.6842983481695675,[0.31876566],16469.376372959225,[120120.4018001],SA_Diesel2025,0.4789239236849362,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.4789239236849362,2.0,2612.1916429131443,1,0,1,2.0,2.10658765298245,5331.659766845194,9596.987580321349,0.0,0,1540.7290257926825,48.916413148312586
3611,-1,Bolivia,1,1,3612,134.43790900000002,-6776.120095,-1841.3088510000002,-60.87092248,-16.4197215,6,0,1,0.0,426,4.4781828,8,0,0,1885,1,4.18380785,523,66.49647519999999,290682,250.451,250.08599999999998,6.0360000000000005,0.071,250.165,0,2.5050168,0,0.027000000000000003,2,123.7149634,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,123.7149634,0,0,0.0,0.0,0,0,3.4717092210000002,0.027000000000000003,0,1,1,2,2012,5,1,2,5,5,3.6,1.0811571640000002,0.039102139,128.58182299999999,154.7060821,146.970778,128.58182299999999,0.071,0.0,154.7060821,151.234372879,3.41909407774657,18709.954905547438,19139.457284758897,99.0,0.7597182686939682,99.0,0.7671074667749342,0.5593700092965654,0.4500399877441468,[0.43771881],54368.22488206993,[155014.81363522],SA_PV2025,0.4500399877441468,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.4500399877441468,3.0,55914.80776370499,1,0,1,3.0,11.028561689093685,41712.26461225328,0.0,0.0,10000,5655.96026981665,45.2476821585332
3612,-1,Bolivia,1,1,3613,116.270624,-7110.543311,-1867.625531,-63.87509735,-16.64775689,8,0,1,0.0,212,0.8279853000000001,9,0,0,1839,1,4.16990852,182,24.885459899999997,7260830,79.712,79.914,18.567999999999998,0.204,88.322,0,23.6085396,0,0.25,3,117.66906453,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,103.6407085,0,0,14.02835603,0.0,0,0,27.80147524,0.25,0,1,1,3,2012,3,1,5,5,5,3.9,1.107634822,0.038556315,111.205901,133.7998548,127.109862,111.205901,0.204,0.0,133.7998548,105.99837955999999,3.41909407774657,12472.730164521072,15744.103748565829,99.0,0.9489535954322854,99.0,0.9468134077264599,0.6130007330376516,0.5258968973220806,[0.4464443],50946.61898169478,[146594.19383211],SA_PV2025,0.5258968973220806,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5258968973220806,3.0,43557.71877888453,1,0,1,3.0,7.535937504997324,39054.977666863524,0.0,0.0,10000,4891.641314831258,39.13313051865006
3613,-1,Bolivia,1,1,3614,348.811872,-6957.997158,-1911.983532,-62.50475194,-17.03149854,10,0,1,0.0,259,1.0040468,8,0,0,1886,1,4.88574409,207,34.26943970000001,4160980,76.12,75.696,6.507000000000001,5.01,75.877,0,13.301959,0,0.42700000000000005,4,78.17336998,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,78.17336998,0,0,0.0,0.0,0,0,142.4547591,0.42700000000000005,0,1,1,4,2012,3,1,2,5,5,3.3,1.06063919,0.071379158,333.6177029,401.3995644,381.32958610000003,333.6177029,5.01,0.0,401.3995644,258.9448053,3.41909407774657,20242.588069115965,31378.756657652037,99.0,0.9104081574456446,99.0,0.9190988243335728,0.6666314567787383,0.5127913012594412,[0.38546483],78663.77509477425,[269456.59278403],SA_PV2025,0.5127913012594412,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5127913012594412,3.0,68930.22212766009,1,0,1,3.0,11.925643966723202,24713.182322297776,44483.728180136,0.0,0,9466.864592340471,117.39939155595019
3614,-1,Bolivia,1,1,3615,130.804452,-6982.415966,-1874.0816489999997,-62.72410982,-16.703657699999997,4,0,1,0.0,237,0.284014,9,0,0,1890,1,4.79341221,544,18.5377636,341601,95.509,74.405,15.245,0.018000000000000002,74.834,0,4.6642117999999995,0,0.444,3,121.21175220999999,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,78.17336999,0,0,12.46964981,30.56873241,0,0,55.54734753,0.444,0,1,1,3,2012,5,1,5,5,5,4.2,1.141803222,0.066639224,125.1066386,150.5248366,142.9985948,125.1066386,0.018000000000000002,0.0,150.5248366,94.97748906999999,3.41909407774657,11512.387870680821,18245.379195409936,99.0,1.029544102435818,99.0,1.0297461400014052,0.5057392855554792,0.511706028664183,[0.437234],53698.99687843643,[151531.12720994],SA_Diesel2025,0.5057392855554792,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.5057392855554792,2.0,6518.486939600605,1,0,1,2.0,5.256798114466128,41195.900401079234,0.0,0.0,10000,5503.096477357196,44.024771818857566
3616,-1,Bolivia,1,1,3617,257.97544700000003,-7001.620445999999,-1893.228277,-62.896626600000005,-16.86934272,17,0,1,0.0,243,0.6107772,9,0,0,1894,1,4.83810902,544,14.101950599999999,341601,68.461,47.503,25.148000000000003,0.06,47.928999999999995,0,16.0788326,0,0.634,3,84.496009329,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,78.17336999,0,0,6.322639339,0.0,0,0,156.4319508,0.634,0,1,1,3,2012,3,1,5,5,5,3.9,1.107634822,0.068916569,246.73809280000003,296.8684278,282.0250064,246.73809280000003,0.06,0.0,296.8684278,140.436477,3.41909407774657,11866.321870723894,25084.197444874364,99.0,1.273185659806654,99.0,1.2830295377543819,0.85433898987254,0.6767110908772965,[0.41602235],74186.23538565477,[231728.28259913],SA_PV2025,0.6767110908772965,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.6767110908772965,3.0,53323.961944001545,1,0,1,3.0,6.961352734203856,56332.9062197439,0.0,0.0,10000,10853.329165910878,86.82663332728703
3619,-1,Bolivia,1,1,3620,109.00371000000001,-6997.7660510000005,-1855.026516,-62.86200198,-16.53861981,3,0,1,0.0,231,0.5020619000000001,14,0,0,1888,1,4.70192003,544,24.293813699999998,341601,102.45100000000001,78.439,14.0,9.181000000000001,78.86,0,12.408998500000001,0,0.5670000000000001,3,93.13694977,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,78.17337001,0,0,14.96357976,0.0,0,0,59.11288673,0.5670000000000001,0,1,1,3,2012,3,1,5,5,5,3.9,1.107634822,0.062080925999999995,104.2555322,125.4373639,119.1654957,104.2555322,9.181000000000001,0.0,125.4373639,66.32447717,3.41909407774657,6177.259498703801,11682.853460835511,99.0,1.5457635724947725,99.0,1.5334405887801874,0.4789239236849362,0.6788616557847454,[0.44366575],49520.16904788471,[137883.36741519],SA_Diesel2025,0.4789239236849362,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.4789239236849362,2.0,3497.657116589422,1,0,1,2.0,2.8206664377642925,37934.25531431642,0.0,0.0,10000,4585.913733568289,36.687309868546315
3621,-1,Bolivia,1,1,3622,145.33828,-7031.7143129999995,-1841.74197,-63.16696441,-16.4234767,20,0,1,0.0,222,3.2348435,9,0,0,1868,1,4.27932072,175,16.5262089,4505560,104.72,79.745,27.458000000000002,4.348,80.08,0,3.9920942999999998,0,0.375,3,76.07605975,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,76.07605975,0,0,0.0,0.0,0,0,52.12776608,0.375,0,1,1,3,2012,5,1,5,5,5,4.2,1.141803222,0.042956357,139.00737619999998,167.2498185,158.8873276,139.00737619999998,4.348,0.0,167.2498185,115.12205242,3.41909407774657,8758.032138446551,12723.707185382655,99.0,1.305308401583747,99.0,1.3135114273345465,0.9347850754841692,0.5177325450617271,[0.44510237],56335.38712524534,[170241.84017128],SA_PV2025,0.5177325450617271,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5177325450617271,3.0,30110.29369511127,1,0,1,3.0,5.209393372856621,43220.835481706265,0.0,0.0,10000,6114.551643539073,48.916413148312586
3625,-1,Bolivia,1,1,3626,178.039393,-7161.827506999999,-1860.854398,-64.33579112,-16.58911076,41,0,1,0.0,218,0.4140143,2,0,0,1803,1,3.41359711,179,21.0486069,1822880,73.218,73.05,56.063,45.797,73.48899999999999,0,55.8218155,0,0.02,3,130.6061256,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,130.6061256,0,0,0.0,0.0,0,0,3.405680717,0.02,0,1,1,3,2012,1,1,4,5,5,3.4,1.066906092,0.014882473,170.28403590000002,204.88102759999998,194.63697630000001,170.28403590000002,45.797,0.0,204.88102759999998,201.475346883,3.41909407774657,26313.914460304666,26758.717223782667,99.0,0.6888980616933559,99.0,0.7222419846212442,1.4979076747655744,0.4705076965600203,[0.45348647],61925.332247848586,[203491.39555658],SA_PV2025,0.4705076965600203,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.4705076965600203,3.0,82215.78006639838,1,0,1,3.0,16.21613019061112,47435.006486798186,0.0,0.0,10000,7490.3257610504015,59.922606088403214
3628,-1,Bolivia,1,1,3629,167.139022,-7032.45483,-1846.490403,-63.17361659,-16.46464145,24,0,1,0.0,223,0.2245335,9,0,0,1865,1,4.33070469,175,11.9928637,4505560,99.915,74.945,23.693,8.046,75.279,0,7.7125205999999995,0,0.152,3,87.932226328,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,78.17336996,0,0,9.758856368,0.0,0,0,24.29848936,0.152,0,1,1,3,2012,4,1,5,5,5,4.05,1.123631377,0.045103665,159.8584826,192.3372913,182.7204267,159.8584826,8.046,0.0,192.3372913,168.03880194,3.41909407774657,14776.025964074046,16912.646229906066,99.0,0.9419249178236134,99.0,0.9618313489967918,1.0420465229663416,0.5185653588071348,[0.44202682],60108.67456013529,[185405.77703846],SA_PV2025,0.5185653588071348,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5185653588071348,3.0,50881.99587271254,1,0,1,3.0,8.803113472787635,46076.94016915137,0.0,0.0,10000,7031.734390983919,56.25387512787135
3629,-1,Bolivia,1,1,3630,134.43790900000002,-7178.962267,-1888.041902,-64.48971529,-16.82447697,23,0,1,0.0,212,0.5020619000000001,2,0,0,1769,1,2.86894059,180,10.4547243,2515530,41.847,41.847,33.746,30.105,43.548,0,35.0850677,0,0.324,3,130.6061256,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,130.6061256,0,0,0.0,0.0,0,0,41.66051065,0.324,0,1,1,3,2012,2,1,4,5,5,3.55,1.077364157,0.005232042,128.58182299999999,154.7060821,146.970778,128.58182299999999,30.105,0.0,154.7060821,113.04557145000001,3.41909407774657,14764.444103322478,20205.561989836515,99.0,0.8997195973777414,99.0,0.9026666762886809,1.0152311610957983,0.47955080661261534,[0.45377013],54368.22488206993,[168287.71836927],SA_PV2025,0.47955080661261534,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.47955080661261534,3.0,47016.978584162396,1,0,1,3.0,9.27356579569278,41712.26461225328,0.0,0.0,10000,5655.96026981665,45.2476821585332
3639,-1,Bolivia,1,1,3640,101.736796,-7035.902920999999,-1832.308859,-63.20459131,-16.34167373,24,0,1,0.0,225,0.7646921,2,0,0,1864,1,4.04359436,175,24.5464878,4505560,113.632,88.834,25.726999999999997,0.015,89.152,0,2.9698195,0,0.14300000000000002,2,74.87759677,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,74.87759677,0,0,0.0,0.0,0,0,13.91463836,0.14300000000000002,0,1,1,2,2012,5,1,4,5,5,4.0,1.118071038,0.033774158,97.30516335,117.0748729,111.2211293,97.30516335,0.015,0.0,117.0748729,103.16023454,3.41909407774657,7724.390444584747,8766.2851249052,99.0,1.2734915374575495,99.0,1.2860984251973726,1.0420465229663416,0.5188435591069238,[0.46206871],48055.69624659179,[146595.87537294],SA_PV2025,0.5188435591069238,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5188435591069238,3.0,26613.600840307477,1,0,1,3.0,4.604429211125862,36775.51009794241,0.0,0.0,10000,4280.186148649382,34.24148918919505
3640,-1,Bolivia,1,1,3641,130.804452,-6801.922248999999,-1864.497716,-61.10270718,-16.62066852,6,0,1,0.0,440,3.4756556000000005,8,0,0,1880,1,4.40088797,550,39.885143299999996,469118,216.07,215.71,0.142,0.047,215.785,0,12.3794661,0,0.139,4,147.27832212,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,104.23993990000001,0,0,12.46964981,30.56873241,0,0,17.38982276,0.139,0,1,1,4,2012,3,1,2,5,5,3.3,1.06063919,0.048118546,125.1066386,150.5248366,142.9985948,125.1066386,0.047,0.0,150.5248366,133.13501384,3.41909407774657,19607.90145377818,22169.045371835164,99.0,0.8946106141519331,99.0,0.8982843231424052,0.5593700092965657,0.45123690260516847,[0.50158959],74057.65422288915,[173352.15936617],SA_PV2025,0.45123690260516847,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.45123690260516847,3.0,58754.17279589561,1,0,1,3.0,11.588594239821619,24710.828246143312,44479.49084305796,0.0,0,4867.335133687869,44.024771818857566
3641,-1,Bolivia,1,1,3642,203.473592,-7093.57362,-1896.268404,-63.72265602,-16.89563692,3,0,1,0.0,224,0.8095173999999999,9,0,0,1828,1,4.68870783,554,34.0242386,136115,57.953,56.923,18.902,0.177,58.757,0,6.1969209,0,0.304,3,103.64070840000001,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,103.64070840000001,0,0,0.0,0.0,0,0,59.16153931,0.304,0,1,1,3,2012,4,1,5,5,5,4.05,1.123631377,0.06143437400000001,194.6103267,234.14974590000003,222.4422586,194.6103267,0.177,0.0,234.14974590000003,174.98820659000003,3.41909407774657,18135.901692633153,24267.445536756,99.0,0.8824175908204234,99.0,0.8743460444654719,0.4789239236849362,0.5290614847786139,[0.41923063],66010.83093958945,[194693.25372551],SA_Diesel2025,0.4789239236849362,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.4789239236849362,2.0,10268.819957185695,1,0,1,2.0,8.281233649604179,50450.458638634744,0.0,0.0,10000,8560.372300954705,68.48297840763763
3645,-1,Bolivia,1,1,3646,105.370253,-6732.222909,-1731.150968,-60.47658735,-15.46229425,9,0,1,0.0,209,0.30124209999999996,9,0,0,1920,1,2.95269585,509,35.641925799999996,187035,355.452,355.05,95.535,52.786,355.163,0,46.4165955,0,0.517,2,139.19452877999998,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,123.7149635,0,0,15.47956528,0.0,0,0,52.10343979,0.517,0,1,1,2,2012,2,1,5,5,5,3.75,1.093553159,0.006331954,100.7803478,121.2561184,115.1933125,100.7803478,52.786,0.0,121.2561184,69.15267861000001,3.41909407774657,9625.674512993735,16878.188262379885,99.0,1.0869406243794058,99.0,1.0961497794909387,0.6398160949081949,0.5037106219663054,[0.44817325],48792.928352879295,[138369.80748514],SA_PV2025,0.5037106219663054,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5037106219663054,3.0,32196.989979805436,1,0,1,3.0,5.570413491315819,37359.878411770456,0.0,0.0,10000,4433.049941108836,35.464399528870686
3646,-1,Bolivia,1,1,3647,134.43790900000002,-7028.494981999999,-1822.705082,-63.13804467,-16.25835513,11,0,1,0.0,227,1.492438,2,0,0,1864,1,3.83810592,175,35.501163500000004,4505560,124.01799999999999,99.023,15.686,10.937999999999999,99.36,0,14.6966419,0,0.162,3,74.87759677,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,74.87759677,0,0,0.0,0.0,0,0,20.83025532,0.162,0,1,1,3,2012,3,1,4,5,5,3.7,1.08924436,0.02669388,128.58182299999999,154.7060821,146.970778,128.58182299999999,10.937999999999999,0.0,154.7060821,133.87582678,3.41909407774657,10024.300174883208,11584.019633350315,99.0,1.1507319692165758,99.0,1.1517402900482714,0.6934468186492811,0.518843559106924,[0.44200841],54368.22488206993,[158562.0127506],SA_PV2025,0.518843559106924,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.518843559106924,3.0,34537.70565738254,1,0,1,3.0,5.975381601623276,41712.26461225328,0.0,0.0,10000,5655.96026981665,45.2476821585332
3649,-1,Bolivia,1,1,3650,207.107049,-6946.686545999999,-1830.021568,-62.40314698,-16.32183334,4,0,1,0.0,416,2.572108,8,0,0,1872,1,5.13802576,528,28.7205582,102342,152.2,130.446,3.1889999999999996,0.061,130.878,0,3.6884308,0,0.281,3,117.20897589999998,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,109.33340759999999,0,0,7.8755683,0.0,0,0,55.66202862,0.281,0,1,1,3,2012,5,1,2,5,5,3.6,1.0811571640000002,0.085001341,198.0855111,238.33099130000002,226.41444180000002,198.0855111,0.061,0.0,238.33099130000002,182.66896268000002,3.41909407774657,21410.442044438118,27934.531415504807,99.0,0.793252481053993,99.0,0.7956059713319539,0.5057392855554792,0.5166262789398003,[0.41768624],66578.7179485213,[196148.29465995],SA_Diesel2025,0.5057392855554792,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.5057392855554792,2.0,12122.913891146725,1,0,1,2.0,9.776457554537954,50865.48185876308,0.0,0.0,10000,8713.236089758217,69.70588871806574
3651,-1,Bolivia,1,1,3652,119.904081,-6791.949769,-1997.819366,-61.01312286,-17.7717932,4,0,1,0.0,264,1.1225296999999999,8,0,0,1858,1,3.28609657,620,30.128532399999997,108639,190.25400000000002,190.05599999999998,0.38799999999999996,0.021,190.05700000000002,0,1.1166481000000001,0,0.03,4,184.83657580000002,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,184.83657580000002,0,0,0.0,0.0,0,0,3.440432561,0.03,0,1,1,4,2012,5,1,2,5,5,3.6,1.0811571640000002,0.012079989,114.6810854,137.9811002,131.0820452,114.6810854,0.021,0.0,137.9811002,134.540667639,3.41909407774657,24868.036312238633,25503.954086084694,99.0,0.8704838645219075,99.0,0.8688556493170848,0.5057392855554793,0.45657985839489607,[0.56488306],89426.81814104911,[183664.83381328],SA_PV2025,0.45657985839489607,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.45657985839489607,3.0,75398.24429078451,1,0,1,3.0,14.871448578064006,30181.46184263717,54326.631316746905,0.0,0,4918.7249816650265,40.35604082907818
3659,-1,Bolivia,1,1,3660,101.736796,-6984.485593,-1911.424634,-62.742701600000004,-17.02666842,8,0,1,0.0,253,0.7309923,9,0,0,1886,1,5.28374386,197,19.074501,1439350,67.89399999999999,56.43899999999999,5.747000000000001,5.747000000000001,56.823,0,10.5438795,0,0.25,3,94.20577688,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,78.17336998,0,0,16.0324069,0.0,0,0,24.32629084,0.25,0,1,1,3,2012,3,1,5,5,5,3.9,1.107634822,0.093281708,97.30516335,117.0748729,111.2211293,97.30516335,5.747000000000001,0.0,117.0748729,92.74858206,3.41909407774657,8737.452227480731,11029.129354671759,99.0,1.15879191211897,99.0,1.159947806559768,0.6130007330376517,0.5127913012594411,[0.44982838],48055.69624659179,[136473.5766326],SA_PV2025,0.5127913012594411,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5127913012594411,3.0,29752.841919900213,1,0,1,3.0,5.147550505173047,36775.51009794241,0.0,0.0,10000,4280.186148649382,34.24148918919505
3662,-1,Bolivia,1,1,3663,94.469882,-6953.7575480000005,-1889.968588,-62.46666687,-16.8411454,7,0,1,0.0,244,0.3175367,9,0,0,1887,1,4.50988817,530,36.8135185,358274,98.399,91.791,4.263999999999999,0.031,92.18299999999999,0,15.240056,0,0.885,3,95.43903893,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,78.17336997,0,0,17.26566896,0.0,0,0,79.96399316,0.885,0,1,1,3,2012,3,1,5,5,5,3.9,1.107634822,0.052984619000000004,90.35479453,108.712382,103.27676290000001,90.35479453,0.031,0.0,108.712382,28.748388840000004,3.41909407774657,2743.7186016755377,10375.40525787103,99.0,2.9232169342876855,99.0,2.8854773759390553,0.5861853711671088,0.67922141288903,[0.45163304],46549.046134767654,[131368.46505965],SA_Diesel2025,0.5861853711671088,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.5861853711671088,2.0,1553.5346855807034,1,0,1,2.0,1.2528395441440812,35574.58756738124,0.0,0.0,10000,3974.4585673864126,31.795668539091302
3684,-1,Bolivia,1,1,3685,98.103339,-7097.077442,-2391.658379,-63.75413139,-21.12720396,1,1,1,1.4822383,527,0.9256996,13,0,0,1849,1,2.40488553,367,82.890976,8409090,113.382,36.561,31.083000000000002,0.079,37.126999999999995,0,22.934400600000004,0,0.444,2,195.9223583,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,195.9223583,0,0,0.0,0.0,0,0,41.66051065,0.444,0,1,1,2,2012,3,1,3,4,5,3.35,1.063706065,0.0013264120000000001,93.82997894,112.8936275,107.24894609999998,93.82997894,0.079,0.0,112.8936275,71.23311684999999,3.41909407774657,13956.160242311465,22118.385736841734,99.0,0.8402768991992197,99.0,0.8345024785628087,0.4252931999438501,0.45880225900363264,[0.44727829],47307.93245709879,[131076.77748812],SA_Diesel2025,0.4252931999438501,2.0,0,1,1,99.0,0.0,0,SA_Diesel2025,0.4252931999438501,2.0,7902.187564246873,1,0,1,2.0,6.372675909731263,36180.610097252924,0.0,0.0,10000,4127.322359845866,33.01857887876693
3693,-1,Bolivia,1,1,3694,101.736796,-7156.247990000001,-2552.698661,-64.28566946,-22.47813428,20,0,1,0.0,535,2.2553799,9,0,0,1687,1,1.9191971999999997,396,27.8940506,1409850,128.315,88.10700000000001,8.474,8.494,92.325,0,15.389070499999999,0,0.179,3,164.915093,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,148.8826861,0,0,16.0324069,0.0,0,0,17.41762424,0.179,0,1,1,3,2012,3,1,5,4,5,3.75,1.093553159,0.00011025799999999999,97.30516335,117.0748729,111.2211293,97.30516335,8.494,0.0,117.0748729,99.65724866000001,3.41909407774657,16434.984430888027,19307.41355226668,99.0,0.7991885666776676,99.0,0.7851747864858031,0.9347850754841692,0.5028603301112724,[0.46501012],48055.69624659179,[149026.46801684],SA_PV2025,0.5028603301112724,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.5028603301112724,3.0,54880.70280221451,1,0,1,3.0,10.824596213454539,36775.51009794241,0.0,0.0,10000,4280.186148649382,34.24148918919505
3700,-1,Bolivia,1,1,3701,94.469882,-7512.329156,-1622.358595,-67.484401,-14.512316,11,0,1,0.0,222,5.8908587,2,0,0,1765,1,2.83459544,109,2.2950307999999997,8557470,88.65299999999999,6.274,7.705,6.667000000000001,9.073,0,6.7509689,0,0.038,3,176.33529046,10.65978839,60.32283355,221.183723,583.1207243,824.4120585,159.0696215,0,0,17.26566896,0.0,0,0,3.433482192,0.038,0,1,1,3,2012,4,2,4,5,5,4.05,1.123631377,0.004818892,90.35479453,108.712382,103.27676290000001,90.35479453,6.667000000000001,0.0,108.712382,105.278899808,3.41909407774657,18564.38537695292,19169.829456568477,0.5089320559572829,0.7196496114020965,99.0,0.71258810908747,0.6934468186492811,0.480637607307488,[0.45852421],46549.046134767654,[137066.03149173],SA_PV2025,0.480637607307488,3.0,0,1,1,99.0,0.0,0,SA_PV2025,0.480637607307488,3.0,59251.76824749846,1,0,1,3.0,11.68673929930936,35574.58756738124,0.0,0.0,10000,3974.4585673864126,31.795668539091302
